# Generated by ChargePol,,,,,,,,
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude,
charge,time,zmin,zwidth,x,y,lon,lat,Date
pos,7166.56831,9.15132,2.49472,-65.494107,26.755982,-96.051735,30.00119,4/7/2023
pos,7170.423298,8.58204,4.38662,-84.716511,-13.80187,-96.248604,29.635584,4/7/2023
pos,7189.07724,10.21521,1.89865,122.925285,-58.80688,-94.100212,29.229889,4/7/2023
pos,7189.45301,9.12131,1.332091,-37.068012,-3.508318,-95.754791,29.728374,4/7/2023
pos,7202.438833,10.69266,1.5125,-83.384297,-9.669765,-96.235107,29.672832,4/7/2023
pos,7211.539012,3.32961,1.20389,-32.925194,-10.279773,-95.711578,29.667334,4/7/2023
pos,7211.650122,9.50857,1.11237,-33.589547,-2.812404,-95.718704,29.734648,4/7/2023
pos,7220.818227,3.56711,0.76816,-36.269053,-2.588967,-95.746529,29.736662,4/7/2023
pos,7226.179458,9.76354,0.87803,-35.101949,-2.56273,-95.734413,29.736898,4/7/2023
pos,7240.764634,3.32815,1.21636,-33.062585,-10.484167,-95.712997,29.665491,4/7/2023
pos,7267.426404,10.25476,1.9879,-83.129696,-14.191827,-96.232117,29.632069,4/7/2023
pos,7281.700876,9.97021,0.889521,-35.677117,-2.7119,-95.740379,29.735554,4/7/2023
pos,7289.32535,3.58606,2.12872,-35.406025,-2.046878,-95.737587,29.741549,4/7/2023
pos,7297.783131,9.66449,3.08264,-82.981927,-11.829022,-96.230766,29.653368,4/7/2023
pos,7300.11543,9.09826,1.799931,-35.083996,-0.599192,-95.734291,29.754599,4/7/2023
pos,7315.473783,9.65351,1.674851,-52.329058,-44.12626,-95.911247,29.362226,4/7/2023
pos,7316.721958,4.25454,0.05342,-35.110371,-0.342113,-95.734573,29.756916,4/7/2023
pos,7341.48748,3.53738,1.21786,-32.238867,-9.195807,-95.704491,29.677105,4/7/2023
pos,7345.161901,8.71597,3.77553,141.370552,-33.543044,-93.90641,29.457628,4/7/2023
pos,7348.223506,5.05588,1.92146,-34.917012,-1.474321,-95.732529,29.74671,4/7/2023
pos,7361.494224,10.81295,1.547439,-80.118838,-10.12214,-96.201195,29.668755,4/7/2023
pos,7365.068902,8.66863,2.048061,-32.497249,3.292125,-95.70755,29.789677,4/7/2023
pos,7378.562278,3.76727,1.00594,-30.788603,-7.532301,-95.689491,29.692101,4/7/2023
pos,7382.054509,6.2868,1.56501,43.678074,-18.633697,-94.917206,29.592028,4/7/2023
pos,7388.260173,2.33478,1.41266,-32.63482,3.467955,-95.708984,29.791262,4/7/2023
pos,7392.284904,8.97307,2.95533,-79.342784,-4.515477,-96.193558,29.719296,4/7/2023
pos,7427.811461,10.70783,1.89321,-82.592738,-11.019697,-96.226791,29.660664,4/7/2023
pos,7428.333583,3.41855,0.70838,-30.283708,-5.443926,-95.684311,29.710926,4/7/2023
pos,7439.087746,8.8293,1.89922,-43.711517,35.212525,-95.825348,30.077421,4/7/2023
pos,7458.98019,9.29081,3.172471,-85.642135,-15.650727,-96.258057,29.618917,4/7/2023
pos,7472.726336,3.08754,1.95117,-55.939159,46.173638,-95.953308,30.176229,4/7/2023
pos,7504.138509,8.21192,1.11893,-91.826934,-26.245369,-96.321289,29.523413,4/7/2023
pos,7506.920252,2.95555,1.61993,-32.965037,1.096687,-95.712341,29.769886,4/7/2023
pos,7532.616669,10.53442,1.64743,-48.631582,-37.170299,-95.873314,29.424931,4/7/2023
pos,7538.347126,9.83601,2.577561,-83.901314,-11.437584,-96.240334,29.656897,4/7/2023
pos,7541.47938,2.70602,1.03185,-31.962719,2.203716,-95.701965,29.779865,4/7/2023
pos,7554.252221,12.40765,0.120979,-78.387369,-10.282524,-96.18322,29.667309,4/7/2023
pos,7576.331946,9.18843,2.92687,-82.829508,-12.202898,-96.229156,29.649998,4/7/2023
pos,7580.080293,3.25578,1.10243,-47.075948,-25.682967,-95.857712,29.528482,4/7/2023
pos,7636.745136,3.60829,1.20594,-45.659456,29.272188,-95.845383,30.023872,4/7/2023
pos,7643.018894,3.31039,1.07951,-29.793972,-0.166494,-95.679375,29.758499,4/7/2023
pos,7644.485756,8.89102,2.94378,-46.197013,-36.707345,-95.848137,29.429104,4/7/2023
pos,7647.990086,8.52675,3.4899,-81.812967,-14.910591,-96.218407,29.625589,4/7/2023
pos,7654.303275,8.62351,1.89804,-50.381611,-46.74953,-95.890984,29.338579,4/7/2023
pos,7674.202323,10.58942,1.78591,-82.06638,-10.250786,-96.22139,29.667595,4/7/2023
pos,7683.579746,3.02385,1.37915,-40.048442,-22.633559,-95.785019,29.555971,4/7/2023
pos,7685.549486,8.61345,1.669979,-17.876635,43.624,-95.556366,30.153246,4/7/2023
pos,7713.454001,5.31068,1.3181,-81.912296,-12.603857,-96.219612,29.646383,4/7/2023
pos,7719.775215,11.55897,0.95499,-84.194273,-2.807326,-96.244049,29.734694,4/7/2023
pos,7740.828847,5.79255,1.14277,-69.306646,20.739684,-96.091026,29.946957,4/7/2023
pos,7775.464705,11.36776,0.868021,-75.933983,-7.680836,-96.157951,29.690762,4/7/2023
pos,7796.717917,3.76918,0.87083,-39.629413,-21.767105,-95.780708,29.563782,4/7/2023
pos,7798.280929,8.93851,2.240351,-42.403771,34.375906,-95.811691,30.06988,4/7/2023
pos,7814.861691,9.76644,2.086229,-47.792487,-34.866528,-95.864731,29.445698,4/7/2023
pos,7824.995274,9.16254,2.45663,-97.088267,-28.89551,-96.375557,29.499523,4/7/2023
pos,7846.053869,8.55972,2.507351,-28.388013,4.302247,-95.664894,29.798782,4/7/2023
pos,7851.308709,3.26712,0.7681,-34.64374,-17.364591,-95.729179,29.603468,4/7/2023
pos,7863.662781,9.68809,1.77242,-85.590431,-26.511335,-96.25666,29.521015,4/7/2023
pos,7866.150005,8.81886,2.35575,-81.72934,-14.038637,-96.217606,29.63345,4/7/2023
pos,7866.457128,11.94764,0.528471,-76.628164,-10.373718,-96.164963,29.666487,4/7/2023
pos,7877.143555,3.39585,1.19732,-41.304507,-21.455013,-95.79808,29.566595,4/7/2023
pos,7877.627287,8.73436,2.998979,-74.826213,3.320055,-96.147224,29.789928,4/7/2023
pos,7897.03496,9.35415,2.62714,-82.942573,-13.066389,-96.230263,29.642214,4/7/2023
pos,7920.550257,9.06989,2.819011,-80.457438,-11.798553,-96.204582,29.653643,4/7/2023
pos,7924.452143,9.63803,1.89989,-56.570269,51.035298,-95.960152,30.220055,4/7/2023
pos,7938.307717,9.65756,2.304011,-44.283451,-32.975141,-95.828484,29.462748,4/7/2023
pos,7963.804771,2.27952,1.02331,-30.383931,6.289483,-95.685684,29.816696,4/7/2023
pos,7968.438079,2.56666,1.45079,-48.462699,-27.576046,-95.871994,29.511417,4/7/2023
pos,8042.883169,3.04073,1.36579,-36.138708,-17.490697,-95.744675,29.602331,4/7/2023
pos,8051.56608,10.2324,1.936699,-79.483221,-11.018639,-96.194534,29.660673,4/7/2023
pos,8052.174719,8.26211,1.367989,-83.544356,-17.899909,-96.23613,29.598642,4/7/2023
pos,8052.839926,8.4866,1.96898,-78.183853,-16.932105,-96.180626,29.607367,4/7/2023
pos,8082.822152,9.11484,0.7697,-84.396615,-19.27629,-96.244858,29.586235,4/7/2023
pos,8087.347811,5.93076,0.90568,-49.886794,28.326177,-95.889351,30.015345,4/7/2023
pos,8096.258294,9.04085,1.05879,-79.560047,-18.610845,-96.194771,29.592234,4/7/2023
pos,8102.604183,2.89533,1.52037,-37.517659,-17.902236,-95.758957,29.598621,4/7/2023
pos,8113.537703,11.00118,1.583,-79.755561,-12.696956,-96.197235,29.645544,4/7/2023
pos,8118.599858,9.7311,2.225761,-43.072314,-32.867443,-95.815948,29.463718,4/7/2023
pos,8119.038468,7.58861,0.68542,-48.065337,-31.96904,-95.867683,29.471817,4/7/2023
pos,8120.012619,2.87622,1.23787,-40.943266,36.537067,-95.796562,30.089361,4/7/2023
pos,8128.060322,2.99299,1.83481,-32.409578,-14.555335,-95.7061,29.628792,4/7/2023
pos,8128.546709,10.38091,1.87542,-78.239152,-9.176976,-96.181763,29.677275,4/7/2023
pos,8148.506899,8.28413,3.39792,-45.11718,-33.049197,-95.837112,29.46208,4/7/2023
pos,8181.974406,10.89245,0.74092,-41.359835,-35.088907,-95.798134,29.443693,4/7/2023
pos,8185.00071,10.29253,2.0356,-76.975806,-12.156349,-96.168442,29.650417,4/7/2023
pos,8187.576409,3.04171,1.24295,-32.318336,-14.549622,-95.705154,29.628843,4/7/2023
pos,8191.254996,9.45033,1.91554,-35.040663,39.821973,-95.735176,30.118973,4/7/2023
pos,8225.141042,10.97668,1.34563,-45.552488,-25.730786,-95.841927,29.528051,4/7/2023
pos,8250.787441,8.68503,3.95095,-78.732802,-9.731972,-96.186844,29.672272,4/7/2023
pos,8260.692098,3.23626,1.12447,-44.3393,-23.978836,-95.82943,29.543844,4/7/2023
pos,8273.064248,8.04182,3.6841,-44.397758,-29.638608,-95.829803,29.492825,4/7/2023
pos,8287.150051,9.71763,0.15176,-73.982733,-11.90477,-96.137413,29.652685,4/7/2023
pos,8293.208953,8.41912,2.27117,-58.714645,31.355273,-95.981422,30.04265,4/7/2023
pos,8298.603305,3.06782,1.23017,-35.549763,-15.79503,-95.738625,29.617617,4/7/2023
pos,8307.368258,6.14419,2.43963,123.341648,-46.714829,-94.094551,29.338892,4/7/2023
pos,8315.010917,10.42684,1.333,-43.800927,-27.718445,-95.8237,29.510134,4/7/2023
pos,8330.651466,10.14834,1.40182,-36.984163,40.959048,-95.75547,30.129223,4/7/2023
pos,8358.95879,9.74852,2.040771,-43.614516,-27.133616,-95.821793,29.515406,4/7/2023
pos,8403.73587,8.58547,3.14758,-43.695137,-26.653311,-95.822647,29.519735,4/7/2023
pos,8441.93715,8.89446,2.68563,-43.117854,-26.109741,-95.816689,29.524635,4/7/2023
pos,8467.591954,10.00734,1.93376,-101.488596,-43.916788,-96.419731,29.364115,4/7/2023
pos,8469.563846,3.5274,1.07512,-42.626925,-26.571849,-95.811584,29.52047,4/7/2023
pos,8470.094346,4.3388,0.43653,-43.557797,-23.148564,-95.821365,29.551329,4/7/2023
pos,8491.89405,3.01372,0.98764,-30.042935,-11.299628,-95.681648,29.65814,4/7/2023
pos,8545.615946,9.7246,2.56057,-74.779954,-8.930264,-96.145889,29.679499,4/7/2023
pos,8573.681634,2.66926,0.96275,-31.763823,-11.256464,-95.699501,29.658529,4/7/2023
pos,8578.233347,9.93596,2.50072,-74.193657,-8.561466,-96.139832,29.682823,4/7/2023
pos,8578.934857,7.57876,1.3835,-70.353766,-6.668387,-96.100113,29.699888,4/7/2023
pos,8602.316471,10.23365,2.34785,-75.4288,-8.75655,-96.152634,29.681065,4/7/2023
pos,8609.417067,3.95524,0.99597,-74.266796,-10.380489,-96.140465,29.666426,4/7/2023
pos,8629.541182,4.09553,1.98824,-71.084588,-2.87842,-96.107948,29.734053,4/7/2023
pos,8655.305726,2.55847,1.52902,51.060926,0.059058,-94.839783,29.760532,4/7/2023
pos,8666.453978,9.88745,1.770819,-21.907511,-57.707045,-95.596321,29.239803,4/7/2023
pos,8685.973443,3.05665,1.69225,-38.901144,-15.990749,-95.773369,29.615852,4/7/2023
pos,8703.351193,4.96142,0.48654,-72.639255,-5.404782,-96.123917,29.711279,4/7/2023
pos,8704.539521,3.54914,0.90457,-35.773242,43.92636,-95.74295,30.155972,4/7/2023
pos,8709.355937,9.64624,1.40696,-38.945084,-25.670272,-95.773476,29.528597,4/7/2023
pos,8729.434343,3.65795,0.95337,-36.446273,42.897407,-95.749931,30.146696,4/7/2023
pos,8729.819894,8.99468,2.075021,-32.697591,-8.901911,-95.709259,29.679754,4/7/2023
pos,8738.056182,2.94376,1.11722,-31.399755,-9.684787,-95.69577,29.672697,4/7/2023
pos,8772.076305,3.00691,1.0048,-28.200122,-7.922046,-95.662621,29.688587,4/7/2023
pos,8808.114912,9.39637,3.36577,-70.94365,-3.596338,-96.106438,29.727581,4/7/2023
pos,8862.106763,8.75677,3.70216,-75.708941,-10.813822,-96.155396,29.662519,4/7/2023
pos,8875.134531,10.51325,2.42472,-95.72187,-40.083022,-96.36042,29.398674,4/7/2023
pos,8881.042603,9.85891,1.48882,-37.295121,-16.710572,-95.756691,29.609364,4/7/2023
pos,8883.462009,10.65874,0.85027,-17.086779,-54.950052,-95.546562,29.264656,4/7/2023
pos,8914.127462,7.64235,3.12503,-15.067434,17.755868,-95.526711,29.920059,4/7/2023
pos,8944.693372,9.29908,1.56206,-36.740523,-24.181749,-95.750687,29.542015,4/7/2023
pos,8963.811435,4.32825,1.49894,-69.12452,-3.108839,-96.087585,29.731976,4/7/2023
pos,8979.46135,3.46871,1.19123,-34.55651,-19.857734,-95.728195,29.580994,4/7/2023
pos,8988.23417,5.68933,0.58409,-70.854745,-5.564108,-96.105385,29.709843,4/7/2023
pos,9025.827029,9.46384,2.63037,-74.393666,-9.003685,-96.141876,29.678837,4/7/2023
pos,9050.433281,4.62069,0.87649,-64.943601,2.655668,-96.044533,29.783939,4/7/2023
pos,9056.795133,2.99626,1.52515,55.512378,5.398485,-94.793282,29.808664,4/7/2023
pos,9060.984872,8.19049,2.76222,-38.519634,-21.656233,-95.769211,29.564781,4/7/2023
pos,9110.233499,9.24809,3.01546,-71.974899,-8.389445,-96.116821,29.684374,4/7/2023
pos,9112.923529,9.37743,1.671,-33.83591,-6.737788,-95.721138,29.699263,4/7/2023
pos,9128.822461,3.56609,1.07693,-34.161732,-19.048409,-95.724129,29.588289,4/7/2023
pos,9135.316392,4.55793,0.60448,-63.463803,4.140382,-96.029251,29.797323,4/7/2023
pos,9142.76294,2.8959,1.50213,55.111414,5.545751,-94.79744,29.809992,4/7/2023
pos,9205.476756,3.90111,0.78907,-33.551815,-20.10233,-95.717773,29.578789,4/7/2023
pos,9219.025645,5.38181,0.59436,-54.561407,30.293524,-95.938118,30.033079,4/7/2023
pos,9221.261815,9.90167,1.98122,59.671486,6.696579,-94.75,29.820366,4/7/2023
pos,9241.718871,2.92835,1.37217,57.418619,7.562397,-94.773361,29.828171,4/7/2023
pos,9252.970095,3.11951,1.35594,-36.665932,-13.778172,-95.750267,29.635798,4/7/2023
pos,9258.157316,3.49252,1.20774,-37.272981,42.774474,-95.758545,30.145588,4/7/2023
pos,9302.417125,3.25871,0.82448,55.076517,8.28349,-94.797661,29.834671,4/7/2023
pos,9307.899063,3.21634,1.11171,-31.192926,-15.67379,-95.693451,29.61871,4/7/2023
pos,9340.828679,7.46751,2.36944,-18.86051,63.737358,-95.566986,30.334557,4/7/2023
pos,9341.533189,6.50874,2.76004,-33.064808,62.255606,-95.715294,30.321199,4/7/2023
pos,9345.123197,3.41897,1.10753,-68.689867,-3.416488,-96.083054,29.729202,4/7/2023
pos,9345.314351,6.86391,2.05208,-42.512323,37.927836,-95.812965,30.101898,4/7/2023
pos,9368.115548,2.95007,1.03165,-32.56774,-16.824829,-95.707672,29.608334,4/7/2023
pos,9375.826438,3.92644,1.44739,-62.587734,0.205266,-96.01992,29.76185,4/7/2023
pos,9395.651718,9.41647,1.496,-31.980366,-3.934033,-95.701965,29.724537,4/7/2023
pos,9452.182199,10.28931,0.86116,-64.564015,-7.887134,-96.039955,29.688902,4/7/2023
pos,9504.304443,9.72254,2.04637,-18.433637,11.195366,-95.561607,29.86092,4/7/2023
pos,9510.557437,9.03418,2.817101,-67.035479,-7.446185,-96.065628,29.692877,4/7/2023
pos,9523.268602,5.96306,5.78335,-73.12265,-2.339293,-96.129143,29.738913,4/7/2023
pos,9550.96947,8.74242,2.518771,117.840706,-86.157188,-94.155647,28.983341,4/7/2023
pos,9564.688142,8.58705,1.85797,-32.691788,-20.750636,-95.708839,29.572945,4/7/2023
pos,9594.458673,3.64622,1.29195,-29.576239,-13.923956,-95.676735,29.634483,4/7/2023
pos,9609.163679,9.15472,2.30463,-68.202725,-11.849969,-96.077461,29.653179,4/7/2023
pos,9610.16572,3.9985,0.10918,-17.763191,46.33381,-95.555229,30.177673,4/7/2023
pos,9611.070201,8.34915,2.9755,-30.518852,-9.709755,-95.68663,29.672472,4/7/2023
pos,9611.693689,9.98975,0.4918,-37.65066,-2.153307,-95.760887,29.740589,4/7/2023
pos,9612.260266,4.16664,1.59539,-62.561469,4.215496,-96.019882,29.798,4/7/2023
pos,9635.150137,5.81482,2.24186,-1.841269,40.908055,-95.389191,30.128763,4/7/2023
pos,9635.398645,4.84278,0.56907,-2.9051,31.776968,-95.400253,30.046452,4/7/2023
pos,9656.100536,10.36435,1.478431,62.92463,12.983074,-94.715828,29.877035,4/7/2023
pos,9656.929986,3.02531,1.69852,-58.561544,1.450462,-95.97818,29.773075,4/7/2023
pos,9662.371247,9.49831,2.348351,-81.896034,-24.864121,-96.218513,29.535864,4/7/2023
pos,9666.137263,3.06573,1.82248,-71.276273,-17.478425,-96.108971,29.602442,4/7/2023
pos,9666.548661,8.63556,2.407381,-30.951948,-17.130151,-95.69091,29.605581,4/7/2023
pos,9676.91408,8.28842,2.13489,-14.435906,-43.178345,-95.519325,29.370771,4/7/2023
pos,9704.197147,8.9361,1.938301,-31.4525,-15.881781,-95.696136,29.616835,4/7/2023
pos,9717.066498,2.57593,1.27283,-44.368415,39.569971,-95.832375,30.116701,4/7/2023
pos,9724.632696,3.80843,1.92624,-26.640451,-1.079286,-95.646606,29.750271,4/7/2023
pos,9751.91287,9.14691,1.55908,-80.188594,-22.42049,-96.201004,29.557892,4/7/2023
pos,9763.378885,4.08631,0.91989,-63.900664,-2.351142,-96.033401,29.738806,4/7/2023
pos,9777.150943,5.00736,1.58859,-58.326071,2.22424,-95.975777,29.78005,4/7/2023
pos,9795.914534,8.35263,3.13812,-23.499431,-1.546261,-95.613983,29.746061,4/7/2023
pos,9797.225299,5.17873,0.56297,-68.515,5.154524,-96.081787,29.806465,4/7/2023
pos,9815.055221,4.76974,1.61745,-65.854719,-5.954065,-96.053467,29.706327,4/7/2023
pos,9817.656282,3.13902,2.23655,-28.631202,-9.154124,-95.667061,29.677481,4/7/2023
pos,9864.738579,4.42188,1.1262,-60.438445,1.601324,-95.997681,29.774435,4/7/2023
pos,9884.115477,4.63092,1.97125,-57.815762,2.322205,-95.970482,29.780933,4/7/2023
pos,9905.129795,10.06182,1.83779,-29.020262,-11.442662,-95.671036,29.656851,4/7/2023
pos,9911.055868,7.333,1.66309,-4.047898,28.036725,-95.41214,30.012735,4/7/2023
pos,9923.157486,3.49563,1.01503,-58.532274,3.937046,-95.978012,29.79549,4/7/2023
pos,9929.109066,3.38165,2.58135,-25.91524,-10.57515,-95.638847,29.664671,4/7/2023
pos,9937.642418,4.37105,0.4442,-25.225198,-2.363626,-95.631882,29.738693,4/7/2023
pos,9939.150326,4.33713,0,-74.497488,-16.854875,-96.14241,29.608063,4/7/2023
pos,9940.181096,8.39536,3.06755,-86.445446,-22.017203,-96.265877,29.561527,4/7/2023
pos,9940.77929,8.8843,1.26455,-81.437768,-18.348264,-96.214256,29.594601,4/7/2023
pos,9971.275297,3.42661,1.66633,-62.043862,-6.617182,-96.013878,29.70035,4/7/2023
pos,9972.063337,3.38964,1.2902,-22.603398,1.840419,-95.604752,29.77659,4/7/2023
pos,9979.742873,9.14115,2.26481,-63.901337,-2.21234,-96.033417,29.740057,4/7/2023
pos,9988.384077,5.23215,0.63916,-56.645157,3.701548,-95.958397,29.793367,4/7/2023
pos,9993.18993,3.97032,1.5287,-62.291462,-5.144106,-96.016533,29.713629,4/7/2023
pos,10000.50633,2.81757,1.16169,-60.372241,1.617617,-95.996994,29.774582,4/7/2023
pos,10033.90041,5.10179,1.54126,1.816737,48.805159,-95.351051,30.199951,4/7/2023
pos,10053.08526,5.514,5.7633,-20.798871,2.017095,-95.586014,29.778183,4/7/2023
pos,10061.02048,9.03217,2.31259,-66.328024,-7.664332,-96.058273,29.69091,4/7/2023
pos,10099.64381,7.53051,4.12141,-23.209296,-7.600221,-95.61084,29.691488,4/7/2023
pos,10105.46679,8.14673,0.82175,-69.102373,-4.040039,-96.087296,29.723581,4/7/2023
pos,10105.80013,9.43606,1.18232,-62.773282,-6.902192,-96.021431,29.697781,4/7/2023
pos,10130.89757,10.06222,0.44392,-68.748924,-19.101518,-96.082664,29.587811,4/7/2023
pos,10144.26509,3.30109,2.61437,-24.968632,-8.553426,-95.629074,29.682896,4/7/2023
pos,10146.86311,7.16021,1.14681,-15.815651,-53.564784,-95.533447,29.277143,4/7/2023
pos,10148.31816,4.01644,1.44126,-59.538323,-4.811701,-95.987976,29.716625,4/7/2023
pos,10159.94877,4.45979,0.51525,-58.159308,1.244587,-95.973991,29.771219,4/7/2023
pos,10162.12106,4.27601,1.84409,-24.453432,-11.347447,-95.623665,29.657709,4/7/2023
pos,10181.26784,2.5417,1.01251,-17.830881,3.986135,-95.555222,29.795933,4/7/2023
pos,10190.65563,8.85272,3.2945,-62.895294,-3.382846,-96.022903,29.729506,4/7/2023
pos,10193.69606,4.26527,0.76979,-56.745791,1.687229,-95.959335,29.775209,4/7/2023
pos,10195.90119,2.73361,2.33603,-23.921886,-5.958085,-95.618271,29.706291,4/7/2023
pos,10206.60887,3.18877,1.26835,-50.058196,16.069511,-95.890556,29.904858,4/7/2023
pos,10219.50657,5.6183,3.219181,-3.994742,39.175148,-95.411629,30.113142,4/7/2023
pos,10228.59739,10.53734,1.352,-24.674731,-5.662497,-95.626091,29.708956,4/7/2023
pos,10241.08958,2.84215,1.84312,-60.651314,-2.812193,-95.999641,29.73465,4/7/2023
pos,10249.75909,3.17056,1.72288,-23.691991,-3.978467,-95.615929,29.724136,4/7/2023
pos,10255.66038,3.20601,1.59764,-51.004827,12.843638,-95.900246,29.875778,4/7/2023
pos,10261.56288,4.25518,1.75413,-24.362283,0.727889,-95.622993,29.766562,4/7/2023
pos,10284.85945,3.05674,1.15668,-55.555785,2.406629,-95.947014,29.781694,4/7/2023
pos,10296.45447,8.09116,4.22154,-62.288172,-4.687287,-96.016525,29.717747,4/7/2023
pos,10298.94677,7.04505,5.02517,-21.634958,-5.220912,-95.594551,29.712936,4/7/2023
pos,10304.502,4.04054,0.88052,-60.496834,-1.433696,-95.998116,29.747076,4/7/2023
pos,10316.78351,3.55537,1.95184,-19.678536,-5.415996,-95.574242,29.711178,4/7/2023
pos,10343.03667,3.85041,0.52363,-49.475721,10.80689,-95.884254,29.857418,4/7/2023
pos,10347.52247,2.77914,1.49274,-22.746616,2.930944,-95.606262,29.786421,4/7/2023
pos,10351.38586,5.54841,1.77311,-60.575428,0.595011,-95.999046,29.765364,4/7/2023
pos,10354.74614,3.48609,0.51899,-55.210886,2.336382,-95.943428,29.781061,4/7/2023
pos,10356.38538,3.99112,1.13362,-60.48965,-5.520944,-95.99781,29.710232,4/7/2023
pos,10362.94002,4.00972,1.69675,-20.882292,-6.031506,-95.586723,29.705629,4/7/2023
pos,10377.52487,3.75964,2.16785,-23.506932,-11.72492,-95.613838,29.654306,4/7/2023
pos,10387.57267,2.9004,1.68535,-24.567723,-4.806411,-95.625,29.716673,4/7/2023
pos,10391.71532,3.06212,2.27529,-18.190139,-4.160009,-95.558815,29.7225,4/7/2023
pos,10407.53185,4.59006,1.64634,-56.057034,0.751163,-95.952133,29.766771,4/7/2023
pos,10414.18854,8.96372,2.61715,-64.949498,-12.345085,-96.043686,29.648716,4/7/2023
pos,10417.84609,2.90298,1.09709,-49.946066,12.143281,-95.889206,29.869465,4/7/2023
pos,10445.52341,10.10923,2.509649,-22.800624,-1.554513,-95.606728,29.745987,4/7/2023
pos,10445.81884,11.28699,0.9115,-21.256892,-9.72245,-95.590538,29.672358,4/7/2023
pos,10447.58198,2.76017,1.94979,-24.928843,-8.187166,-95.62867,29.686197,4/7/2023
pos,10449.1631,5.02464,6.45975,-56.609755,9.771378,-95.958351,29.848083,4/7/2023
pos,10450.96913,9.13723,2.37888,-65.147296,-13.343146,-96.045677,29.639719,4/7/2023
pos,10463.14325,8.3279,3.561859,-60.747167,-1.792973,-96.000694,29.743837,4/7/2023
pos,10482.96623,3.23438,1.76287,-21.175778,-3.029494,-95.589828,29.732691,4/7/2023
pos,10483.85542,11.01686,0.235529,-21.184176,-8.606323,-95.589806,29.682419,4/7/2023
pos,10499.27795,3.6034,1.12544,-16.701552,-4.513785,-95.543358,29.719311,4/7/2023
pos,10511.09865,9.35468,2.60541,-62.942037,-6.712397,-96.023193,29.699492,4/7/2023
pos,10522.08939,2.49928,1.64279,-22.172663,0.495353,-95.60025,29.764465,4/7/2023
pos,10528.93709,4.13571,1.94015,-52.311845,10.984413,-95.913742,29.859018,4/7/2023
pos,10534.1659,6.46578,3.33556,-22.977898,76.286016,-95.610268,30.447676,4/7/2023
pos,10556.93437,9.53567,2.22696,-62.801404,-6.282873,-96.021759,29.703363,4/7/2023
pos,10563.12401,2.74074,1.69148,-20.42788,-0.769521,-95.582108,29.753063,4/7/2023
pos,10577.611,3.14501,1.91086,-20.252344,-4.445653,-95.580215,29.719925,4/7/2023
pos,10584.74089,3.93619,1.06394,-56.733965,-0.60152,-95.959091,29.754578,4/7/2023
pos,10588.34552,9.71904,2.88537,-21.987093,-7.101296,-95.598167,29.695986,4/7/2023
pos,10602.51481,2.62019,2.34108,-17.913142,-2.395576,-95.555969,29.738405,4/7/2023
pos,10606.12564,3.82221,1.06803,-55.149409,-1.114621,-95.942612,29.749952,4/7/2023
pos,10627.38263,11.49583,1.2718,-21.155233,-6.141532,-95.589554,29.704638,4/7/2023
pos,10643.90029,5.61445,0.33348,-57.833696,-2.396845,-95.970413,29.738394,4/7/2023
pos,10651.03916,3.5201,0.60476,-56.283689,-0.918902,-95.954399,29.751717,4/7/2023
pos,10665.11256,4.21266,1.00998,-57.398623,-3.105242,-95.965858,29.732008,4/7/2023
pos,10671.60648,9.53352,3.087021,-18.645122,2.403878,-95.563652,29.78167,4/7/2023
pos,10673.16004,11.75893,0.96561,-19.43608,-5.065183,-95.571732,29.71434,4/7/2023
pos,10678.60797,3.70861,1.27269,-35.090055,47.017874,-95.735931,30.18384,4/7/2023
pos,10703.8858,10.21579,2.4203,-20.506303,-7.845452,-95.582787,29.689278,4/7/2023
pos,10708.95209,4.41739,0.97891,-55.814724,-0.592421,-95.949547,29.75466,4/7/2023
pos,10712.87521,3.1349,1.2905,-32.414842,44.217928,-95.707947,30.1586,4/7/2023
pos,10721.10033,2.30522,1.17502,-19.755442,0.948363,-95.575157,29.768549,4/7/2023
pos,10745.02371,3.06035,1.4769,-20.131467,-3.44865,-95.578979,29.728912,4/7/2023
pos,10751.69986,10.54931,2.00186,-19.643588,-6.440295,-95.57386,29.701944,4/7/2023
pos,10789.95158,9.35098,2.421409,-64.508341,-11.737827,-96.039146,29.65419,4/7/2023
pos,10807.23309,6.73637,0.96984,-49.220595,44.817992,-95.883186,30.164009,4/7/2023
pos,10807.54342,6.94234,1.24189,-50.978177,38.388886,-95.901199,30.106054,4/7/2023
pos,10810.69259,2.74472,1.72057,-20.639995,-1.038026,-95.584305,29.750643,4/7/2023
pos,10831.89572,4.88622,1.2855,-52.912542,2.92375,-95.919586,29.786356,4/7/2023
pos,10844.66455,3.78521,1.20208,-56.2129,1.164395,-95.953773,29.770496,4/7/2023
pos,10859.23453,3.43874,0.6891,-55.842658,-1.326632,-95.949799,29.748041,4/7/2023
pos,10866.16312,3.51508,2.98821,-19.129483,-2.45482,-95.568596,29.737871,4/7/2023
pos,10869.15843,4.82723,0.84642,-49.617611,9.117993,-95.885651,29.842194,4/7/2023
pos,10873.84739,3.80201,0.80935,-52.032687,2.428211,-95.910423,29.781889,4/7/2023
pos,10890.23773,9.23233,2.53714,-60.284839,-3.807715,-95.995781,29.725676,4/7/2023
